id,vocab,meaning,pronounce
C8116,渦巻き,"Whirlpool, Eddy, Coil",うずまき
C8117,玄人,"Expert, Professional, Specialist, Woman Of The Red Light District",くろうと
C8119,瓜,"Melon, Gourd ",うり
C8167,西瓜,Watermelon,すいか
C8061,原稿,"Manuscript, Copy ",げんこう
C8153,草稿,"Notes, Draft, Manuscript",そうこう
C8090,投稿,"Submission, Post, Contribution, Submit",とうこう
C8124,稿料,"Advance For Manuscript, Copy Money",こうりょう
C8133,緯度,Latitude,いど
C8060,南緯,"Southern Latitude, South Latitude",なんい
C8059,北緯,"Northern Latitude, North Latitude",ほくい
C8127,経緯,"Details, Particulars, Whole Story, How It Started, Longitude And Latitude","けいい, いきさつ"
C8134,緯線,"Parallel, Latitude Lines",いせん
C8058,化繊,Synthetic Fibers,かせん
C8137,繊維,"Fiber, Fibre, Textile",せんい
C8063,合繊,Synthetic Fiber,ごうせん
C8136,繊細,"Delicate, Dainty, Fine",せんさい
C8138,肯く,"To Nod, To Bow One's Head","うなずく, うなづく"
C8140,胞子,Spore,ほうし
C8126,細胞,"Cell, Biological Cell","さいぼう, さいほう"
C8064,同胞,"Brethren, Brothers, Fellow Countrymen, Compatriot ","どうほう, どうぼう"
C8142,胡座,"Sitting Cross Legged, Sit Cross Legged",あぐら
C8143,胡瓜,Cucumber,きゅうり
C8144,脂身,"Fat Meat, Fatty Meat",あぶらみ
C8147,舗,"Shop, Store","ほ, ぽ "
C8077,店舗,"Shop, Store, Shop Counter, Store Counter ",てんぽ
C8148,舗装,"Pavement, Road Surface",ほそう
C8104,本舗,"Head Office, Main Shop, Shop Name Suffix ",ほんぽ
C8150,艦艇,"Military Vessel, War Fleet ",かんてい
C8125,競艇,"Boat Race, Regatta",きょうてい
C8152,苗木,"Seedling, Sapling, Young Tree ",なえぎ
C8151,苗床,"Nursery, Seedbed ",なえどこ
C8157,葵,Hollyhock,あおい
C8159,蒙古,Mongolia,もうこ
C8160,蓮根,Lotus Root,"れんこん, はすね"
C8164,虐殺,"Atrocity, Massive Killing, Slaughter, Massacre ",ぎゃくさつ
C8163,虐待,"Abuse, Maltreatment, Mistreatment, Cruelty ",ぎゃくたい
C8107,残虐,"Cruelty, Brutality",ざんぎゃく
C8100,暴虐,"Tyranny, Outrage, Atrocity, Cruel",ぼうぎゃく
C8162,虐げる,"To Oppress, To Persecute, To Tyrannize",しいたげる
C8171,諭す,"To Admonish, To Persuade, To Warn",さとす
C8099,教諭,Teacher,きょうゆ
C8172,軒並,"Across The Board, Row Of Houses, Altogether",のきなみ
C8176,錦,"Brocade, Fine Dress, Fine Clothes",にしき
C8177,錦鯉,"Colored Carp, Colored Koi",にしきごい
C8181,随時,At Any Time,ずいじ
C8180,随所,"Everywhere, At Every Turn",ずいしょ
C8182,随筆,"Essays, Miscellaneous Writings, Literary Jottings ",ずいひつ
C8179,随分,"Very, Extremely, Surprisingly, Considerably",ずいぶん
C8173,追随,"Follow, Take After",ついずい
C8183,頂,"Summit, Peak, Top, Crown",いただき
C8184,頂戴,"Humbly Receiving, Humbly Eating, Humbly Having ",ちょうだい
C8189,高騰,"Sudden Price Jump, Steep Price Rise",こうとう
C8101,暴騰,"Sudden Rise, Sharp Rise, Boom, Skyrocketing",ぼうとう
C8081,急騰,"Sudden Rise, Sharp Rise, Jump ",きゅうとう
C8191,鯉,"Carp, Koi ",こい
C8130,緋鯉,"Red Carp, Golden Carp, Red Koi, Golden Koi ",ひごい
C8122,真鯉,"Black Carp, Black Koi",まごい
C8297,茜色,"Crimson, Dark Red",あかねいろ
C8337,風呂場,Bathroom,ふろば
C8338,風呂屋,Public Bathhouse,ふろや
C8193,倫理学,"Ethics, Moral Philosophy",りんりがく
C8194,倫理的,Ethical,りんりてき
C8195,偏り,"Bias, Deviation, Prejudice ",かたより
C8200,冠,"Crown, Diadem, Coronet, Traditional Cap","かんむり, かん"
C8267,王冠,"Crown, Diadem, Bottle Cap",おうかん
C8261,殊勲,Meritorious Deeds,しゅくん
C8213,叙勲,"Conferring Of Decorations, Decorate",じょくん
C8204,勲章,"Decoration, Order, Medal",くんしょう
C8206,卸,Wholesale,おろし
C8207,卸す,"To Sell Wholesale, To Grate",おろす
C8208,卸値,Wholesale Price,おろしね
C8209,卸売,Wholesale,おろしうり
C8212,叙事詩,"Epic Poem, Descriptive Poetry ",じょじし
C8215,叙述,Description,じょじゅつ
C8214,叙情,"Lyricism, Description Of Feelings, Expression Of Feelings",じょじょう
C8292,自叙伝,Autobiography,じじょでん
C8327,阿呆,"Fool, Simpleton, Idiot","あほ, あほう "
C8217,呆ける,"To Grow Senile, To Be Mentally Slow","ぼける, ほうける"
C8329,露呈,"Exposure, Disclosure",ろてい
C8307,進呈,Presentation,しんてい
C8305,贈呈,Presentation,ぞうてい
C8222,哺育,"Nursing, Suckling",ほいく
C8223,噴き出す,"To Burst Out, To Spout Out ",ふきだす
C8225,孤児院,Orphanage,こじいん
C8228,尚,"Furthermore, Still, More, Greater",なお
C8219,和尚,"Buddhist High Priest, High Priest, Buddhist Priest",おしょう
C8339,高尚,"High, Noble, Refined",こうしょう
C8247,時期尚早,Premature,じきしょうそう
C8232,庶民,"Masses, Common People",しょみん
C8231,庶務,General Affairs,しょむ
C8235,怠ける,"To Neglect, To Be Idle, To Slack ",なまける
C8237,悠々,"Quiet, Calm, Leisurely, Easy",ゆうゆう
C8238,悠久,"Eternity, Perpetuity, Permanence ",ゆうきゅう
C8239,悠長,"Leisurely, Slow, Deliberate, Easygoing",ゆうちょう
C8241,愚,"Foolish, Silly, Folly, Foolishness",ぐ
C8242,愚痴,"Idle Complaint, Grumble ",ぐち
C8197,傲慢,"Pride, Haughtiness, Arrogance, Insolence ",ごうまん
C8301,誘拐,"Kidnapping, Abduction",ゆうかい
C8250,杏,Apricot,あんず
C8323,銀杏,"Ginkgo, Ginkgo Nut, Ginkgo Tree","いちょう, ぎんなん"
C8252,栞,Bookmark,しおり
C8254,栽培,"Cultivation, Growing",さいばい
C8282,盆栽,Bonsai,ぼんさい
C8256,欄,"Column, Column Of Text, Field ",らん
C8284,空欄,Blank Space,くうらん
C8258,欄干,"Guardrail, Handrail, Bannister",らんかん
C8257,欄外,Margin,らんがい
C8260,殊に,"Especially, Particularly, Additionally, Unusually ",ことに
C8266,犠牲者,Victim,ぎせいしゃ
C8221,哺乳瓶,Baby Bottle,ほにゅうびん
C8313,過疎,Depopulation,かそ
C8285,空疎,"Vain, Groundless, Futile",くうそ
C8272,疎遠,"Estrangement, Neglect",そえん
C8273,疎開,Evacuation,そかい
C8270,疎外,"Estrangement, Neglect, Alienation",そがい
C8271,疎通,"Mutual Understanding, Removal Of Blockage, Drainage",そつう
C8269,疎ら,"Sparse, Thin, Scattered, Straggling, Sporadic",まばら
C8275,疾患,"Disease, Ailment, Disorder ",しっかん
C8277,疾走,"Sprint, Dash ",しっそう
C8278,疾風,"Gale, Strong Wind, Fresh Breeze","しっぷう, はやて"
C8276,疾病,"Illness, Disease ",しっぺい
C8332,音痴,"Tone Deafness, Tone Deaf, Off Key",おんち
C8280,痴呆,Dementia,ちほう
C8281,痴漢,"Molester, Pervert",ちかん
C8265,無秩序,"Disorder, Chaos, Confusion ",むちつじょ
C8293,自粛,"Self Control, Self Discipline, Self Restraint",じしゅく
C8210,厳粛,"Gravity, Solemnity, Severity, Seriousness",げんしゅく
C8331,静粛,Silent,せいしゅく
C8198,兵糧,"Army Provisions, Provisions",ひょうろう
C8289,紋,"Family Crest, Crest, Coat Of Arms",もん
C8244,指紋,Fingerprint,しもん
C8264,波紋,"Ripple, Repercussions",はもん
C8290,紋章,"Crest, Coat Of Arms ",もんしょう
C8291,膨らむ,"To Expand, To Swell, To Get Big, To Become Inflated",ふくらむ
C8295,茎,"Stem, Stalk",くき
C8298,茨城県,Ibaraki Prefecture,いばらきけん
C8229,山荘,"Mountain Retreat, Mountain Cottage, Mountain Villa",さんそう
C8300,荘厳,"Solemnity, Gravity",そうごん
C8202,別荘,"Holiday House, Villa",べっそう
C8259,歌謡,"Song, Ballad ",かよう
C8286,童謡,"Nursery Rhyme, Children's Song",どうよう
C8263,民謡,"Folk Song, Popular Song ",みんよう
C8303,貫き通す,"To Follow, To Stick With, To Stick To, To Go Through ",つらぬきとおす
C8304,賠償金,"Reparations, Compensation",ばいしょうきん
C8226,実践,"Practice, Put Into Practice",じっせん
C8312,逸話,Anecdote,いつわ
C8310,逸品,"Gem, Treasure, Article Of Rare Beauty, Fine Article",いっぴん
C8311,逸脱,"Deviation, Departure",いつだつ
C8283,秀逸,Excellence,しゅういつ
C8309,逸らす,"To Turn Away, To Avert",そらす
C8248,最優遇,"Most Favorable Treatment, Warmest Reception",さいゆうぐう
C8234,応酬,"Exchange, Reciprocation ",おうしゅう
C8317,酷,"Harsh, Severe, Cruel, Terrible",こく
C8314,過酷,"Severity, Rigor, Cruelty, Harsh",かこく
C8320,酷使,"Exploitation, Overuse, Abuse",こくし
C8319,酷似,"Resemblance, Resemble",こくじ
C8318,酷い,"Cruel, Awful, Severe",ひどい
C8321,酷暑,Intense Heat,こくしょ
C8262,残酷,"Cruelty, Harshness",ざんこく
C8201,冷酷,"Cruel, Coldhearted, Relentless, Ruthless ",れいこく
C8322,酷評,"Severe Criticism, Damnation",こくひょう
C8325,鎌,"Sickle, Scythe",かま
C8246,新陳代謝,Metabolism,しんちんたいしゃ
C8328,陳列室,Showroom,ちんれつしつ
C8233,必須条件,"Essential Condition, Requisite, Must ",ひっすじょうけん
C8330,露顕,"Discovery, Detection, Exposure",ろけん
C8334,顕在,"Actual, Obvious, Explicit, Overt, Apparent, Evident",けんざい
C8336,顕著,"Remarkable, Striking, Obvious ",けんちょ
C8335,顕彰,Honoring,けんしょう
C8341,鯨,Whale,くじら
C8245,捕鯨,"Whaling, Whale Fishing",ほげい
C8342,鯨肉,Whale Meat,げいにく
C8364,勿論,"Of Course, Needless To Say ",もちろん
C8412,瑛斗,"Eito, Akito","えいと, あきと"
C8446,遼太,Ryota,りょうた
C8346,之,"This, This One",これ
C8441,起伏,"Undulation, Ups And Downs, Highs And Lows",きふく
C8348,伏せる,"To Cover, To Hide, To Lay Upside Down, To Turn Over",ふせる
C8455,降伏,"Surrender, Submission",こうふく
C8410,潜伏,"Conceal, Hiding, Ambush ",せんぷく
C8350,伏線,Foreshadowing,ふくせん
C8349,伏兵,Ambush,ふくへい
C8352,佳作,"Fine Work, Good Piece Of Work ",かさく
C8355,傍,"Near, Close, Beside, By One's Side","そば, はた"
C8357,傍観,"Look On, Sit By And Watch, Spectate",ぼうかん
C8356,傍受,"Monitoring, Interception, Tapping",ぼうじゅ
C8361,凝固,"Solidify, Coagulate, Freeze",ぎょうこ
C8362,凝視,"Stare, Gaze, Fixation",ぎょうし
C8360,凝る,"To Be Absorbed In, To Grow Stiff, To Be Devoted To",こる
C8369,奉仕,"Attendance, Service, Ministry ",ほうし
C8353,信奉,"Belief, Faith",しんぽう
C8370,奉公,"Service, Apprenticeship, Public Duty ",ほうこう
C8371,奉納,"Dedication, Offering, Presentation",ほうのう
C8373,尿,"Urine, Pee",にょう
C8376,弥生,"Yayoi Period, Yayoi ",やよい
C8378,循環,"Circulation, Rotation, Cycle",じゅんかん
C8366,哀悼,"Condolence, Regret, Sympathy, Lament ",あいとう
C8443,追悼,"Mourning, Memorial",ついとう
C8381,惜しむ,"To Be Frugal, To Be Sparing",おしむ
C8382,惜敗,"Loss Of A Close Game, Regrettable Defeat ",せきはい
C8384,愉快,"Pleasant, Happy",ゆかい
C8389,憂鬱,"Depression, Melancholy, Dejection, Gloom ",ゆううつ
C8387,憂国,"Patriotic Concern, Patriotism ",ゆうこく
C8388,憂慮,"Anxiety, Concern, Fear",ゆうりょ
C8386,憂える,"To Be Anxious, To Worry About, To Lament, To Grieve, To Be Distressed",うれえる
C8444,遺憾,"Regrettable, Unsatisfactory",いかん
C8391,披露宴,"Wedding Reception, Reception",ひろうえん
C8343,一抹,"A Little, A Touch, Slightly",いちまつ
C8393,抹殺,"Obliteration, Killing, Denial, Erasure, Ignoring, Murder",まっさつ
C8395,抹茶,"Matcha, Powdered Green Tea ",まっちゃ
C8394,抹消,"Erase, Delete",まっしょう
C8397,据え付ける,"To Install, To Equip, To Mount",すえつける
C8344,一旦,"Once, For A Moment, Temporarily",いったん
C8358,元旦,"New Year's Day, New Year's Morning",がんたん
C8428,繁昌,"Prosperity, Flourishing, Thriving",はんじょう
C8423,素朴,"Simple, Naive",そぼく
C8404,栃木県,Tochigi Prefecture,とちぎけん
C8406,栓,"Cork, Stopper, Plug ",せん
C8407,栓抜き,"Bottle Opener, Corkscrew",せんぬき
C8409,洗浄剤,Detergent,せんじょうざい
C8365,南瓜,"Pumpkin, Squash, Kabocha","かぼちゃ, なんきん"
C8413,瓜実顔,"Oval Face, Classic Features",うりざねがお
C8408,治癒,"Healing, Cure, Recovery ",ちゆ
C8416,癒着,"Adhesion, Collusion ",ゆちゃく
C8422,粗野,"Rustic, Rough, Rude, Vulgar",そや
C8420,粗い,"Coarse, Rough",あらい
C8421,粗悪,"Coarse, Crude, Inferior ",そあく
C8426,累計,"Cumulative Total, Accumulated Total",るいけい
C8427,累進,"Successive Promotion, Gradual Promotion, Graduated",るいしん
C8425,累積,Accumulation,るいせき
C8429,老舗,"Old Shop, Old Store ","しにせ, ろうほ"
C8374,山葵,"Wasabi, Japanese Horseradish",わさび
C8396,捕虜,"Prisoner Of War, Captive",ほりょ
C8433,虜,"Captive, Prisoner, Victim To Love, Slave To Lust",とりこ
C8435,該当,"Correspond, Fulfilling, Applicable To, Qualifying As ",がいとう
C8436,貴賓,Noble Visitor,きひん
C8367,国賓,State Guest,こくひん
C8402,来賓,"Guest, Visitor",らいひん
C8438,賓客,"Guest Of Honor, Privileged Guest ","ひんきゃく, ひんかく"
C8440,赴任,"Move For A Different Job, Move For A Job ",ふにん
C8399,旦那,"Master, Husband, Male Patron",だんな
C8442,輪郭,"Outline, Border, Silhouette, Summary, Features, Appearance",りんかく
C8452,鎮圧,"Suppression, Subjugation",ちんあつ
C8454,鎮魂,Repose Of Souls,ちんこん
C8451,鎮める,"To Appease, To Suppress, To Calm ",しずめる
C8449,重鎮,"Leader, Authority",じゅうちん
C8453,鎮痛剤,"Painkiller, Pain Reliever, Sedative, Tranquilizer, Tranquiliser ",ちんつうざい
C8456,骨髄,"Bone Marrow, Marrow ",こつずい
C8417,真髄,"Essence, Pith, True Meaning",しんずい
C8418,神髄,"Essence, Spirit, True Meaning ",しんずい
C8431,脊髄,Spinal Cord,せきずい
C8496,弊社,"Our Company, Our Humble Company",へいしゃ
C8570,那智の滝,"Nachi Falls, Nachinotaki",なちのたき
C8466,凛々しい,"Gallant, Manly, Distinguished, Noble ",りりしい
C8579,非凡,"Prodigy, Rare, Unique, Extraordinary ",ひぼん
C8468,凡人,"Ordinary Person, Average Person, Mediocre",ぼんじん
C8491,平凡,"Common, Ordinary, Mediocre ",へいぼん
C8469,凡庸,"Mediocre, Banality, Common ",ぼんよう
C8471,匠,"Artisan, Mechanic, Carpenter, Workman",たくみ
C8505,意匠,Design,いしょう
C8490,師匠,"Master, Teacher",ししょう
C8489,巨匠,"Master, Maestro",きょしょう
C8472,呆れる,"To Be Amazed, To Be Shocked, To Be Astonished",あきれる
C8474,呉服,"Draperies, Kimono Fabric, Cloth",ごふく
C8475,呉越同舟,"Bitter Enemies In The Same Boat, Classic Rivals, Traditional Rivals",ごえつどうしゅう
C8477,嘉日,"Auspicious Day, Lucky Day",かじつ
C8462,主宰,"Supervision, Chairmanship",しゅさい
C8482,宰相,Prime Minister,さいしょう
C8484,寂しい,"Lonely, Lonesome, Solitary, Desolate ","さびしい, さみしい"
C8578,静寂,"Silence, Still, Quiet",せいじゃく
C8480,大尉,Captain,たいい
C8486,少尉,"Second Lieutenant, Ensign",しょうい
C8461,中尉,"First Lieutenant, Lieutenant",ちゅうい
C8488,尚更,"All The More, Still Less",なおさら
C8487,尚且つ,"And Yet, Besides, Furthermore ",なおかつ
C8492,庶民的,"Popular, Folk, Working Class",しょみんてき
C8533,疲弊,"Exhaustion, Impoverishment ",ひへい
C8495,弊害,"Evil Effect, Harmful Influence",へいがい
C8498,弦,"Bowstring, String","つる, げん"
C8499,弦楽,String Music,げんがく
C8500,怠い,"Sluggish, Feel Heavy, Languid, Dull",だるい
C8501,怠け者,Lazy Person,なまけもの
C8503,恭しい,"Respectful, Reverent",うやうやしい
C8528,満悦,"Delight, Rapture ",まんえつ
C8506,愚か,"Foolish, Stupid",おろか
C8459,〜拍,Counter For Beats,はく
C8509,拍手,"Applause, Clapping Hands",はくしゅ
C8558,脈拍,Pulse,みゃくはく
C8511,搾る,"To Squeeze, To Press, To Milk ",しぼる
C8513,搾取,Exploitation,さくしゅ
C8512,搾乳,"Milking, Breast Pumping ",さくにゅう
C8516,摂氏,"Centigrade, Celsius ",せっし
C8517,摂理,"Divine Providence, Providence ",せつり
C8515,摂取,"Intake, Absorption",せっしゅ
C8520,智,Wisdom,ち
C8523,柴,"Firewood, Brushwood ",しば
C8524,柴犬,"Shiba Inu, Shiba Dog, Shiba","しばいぬ, しばけん"
C8527,洪水,Flood,こうずい
C8531,猶予,"Extension, Delay, Postpone ",ゆうよ
C8532,疎か,"Neglect, Negligence, Carelessness",おろそか
C8518,方向音痴,"No Sense Of Direction, Bad Sense Of Direction",ほうこうおんち
C8479,墓碑,"Gravestone, Tombstone",ぼひ
C8535,石碑,Stone Monument,せきひ
C8537,碑文,"Inscription, Epitaph",ひぶん
C8565,記念碑,Monument,きねんひ
C8539,穀物,"Grain, Cereal",こくもつ
C8540,穀類,Grains,こくるい
C8550,米穀,Rice,べいこく
C8542,窒息,"Suffocation, Choking",ちっそく
C8543,窒素,Nitrogen,ちっそ
C8546,窮地,"Dilemma, Predicament",きゅうち
C8547,窮屈,"Tight, Cramped, Rigid",きゅうくつ
C8545,窮乏,"Poverty, Destitution",きゅうぼう
C8478,困窮,"Poverty, Distress",こんきゅう
C8548,窮状,"Distress, Wretched Condition",きゅうじょう
C8552,紳士,Gentleman,しんし
C8554,縛る,"To Tie, To Bind",しばる
C8521,束縛,"Restraint, Shackles, Restriction, Confinement, Binding",そくばく
C8556,縫う,"To Sew, To Stitch",ぬう
C8564,裁縫,"Sewing, Needlework",さいほう
C8557,縫製,Sewing,ほうせい
C8561,船舶,"Ship, Vessel ",せんぱく
C8560,舶来,Imported,はくらい
C8563,蝶,Butterfly,ちょう
C8525,歌謡曲,"Popular Song, Retro J-Pop, Showa-Era Pop Music, Kayokyoku",かようきょく
C8549,管轄,"Jurisdiction, Control",かんかつ
C8507,所轄,Jurisdiction,しょかつ
C8534,直轄,Direct Control,ちょっかつ
C8567,逸れる,"To Stray, To Turn Away, To Digress, To Deviate ","それる, はぐれる"
C8569,遥か,"Far Away, Distant, Far Off ",はるか
C8529,無報酬,"Without Pay, Gratuitous, Free Of Charge",むほうしゅう
C8574,錯誤,"Mistake, Error",さくご
C8573,錯覚,"Illusion, Optical Illusion ",さっかく
C8572,錯乱,"Confusion, Distraction, Derangement",さくらん
C8463,交錯,"Mixture, Blending, Complication",こうさく
C8464,倒錯,Perversion,とうさく
C8460,丘陵,Hill,きゅうりょう
